./rk
0.000000, 2.000000
0.000300, 2.000000
0.000600, 1.999999
0.000900, 1.999998
0.001200, 1.999997
0.001500, 1.999996
0.001800, 1.999994
0.002100, 1.999991
0.002400, 1.999988
0.002700, 1.999985
0.003000, 1.999982
0.003300, 1.999978
0.003600, 1.999974
0.003900, 1.999970
0.004200, 1.999965
0.004500, 1.999960
0.004800, 1.999954
0.005100, 1.999948
0.005400, 1.999942
0.005700, 1.999935
0.006000, 1.999928
0.006300, 1.999921
0.006600, 1.999913
0.006900, 1.999905
0.007200, 1.999896
0.007500, 1.999888
0.007800, 1.999878
0.008100, 1.999869
0.008400, 1.999859
0.008700, 1.999849
0.009000, 1.999838
0.009300, 1.999827
0.009600, 1.999816
0.009900, 1.999804
0.010200, 1.999792
0.010500, 1.999780
0.010800, 1.999767
0.011100, 1.999754
0.011400, 1.999740
0.011700, 1.999726
0.012000, 1.999712
0.012300, 1.999697
0.012600, 1.999683
0.012900, 1.999667
0.013200, 1.999652
0.013500, 1.999636
0.013800, 1.999619
0.014100, 1.999602
0.014400, 1.999585
0.014700, 1.999568
0.015000, 1.999550
0.015300, 1.999532
0.015600, 1.999513
0.015900, 1.999494
0.016200, 1.999475
0.016500, 1.999456
0.016800, 1.999436
0.017100, 1.999415
0.017400, 1.999395
0.017700, 1.999374
0.018000, 1.999352
0.018300, 1.999330
0.018600, 1.999308
0.018900, 1.999286
0.019200, 1.999263
0.019500, 1.999240
0.019800, 1.999216
0.020100, 1.999192
0.020400, 1.999168
0.020700, 1.999143
0.021000, 1.999118
0.021300, 1.999093
0.021600, 1.999067
0.021900, 1.999041
0.022200, 1.999015
0.022500, 1.998988
0.022800, 1.998961
0.023100, 1.998933
0.023400, 1.998905
0.023700, 1.998877
0.024000, 1.998848
0.024300, 1.998819
0.024600, 1.998790
0.024900, 1.998760
0.025200, 1.998730
0.025500, 1.998700
0.025800, 1.998669
0.026100, 1.998638
0.026400, 1.998607
0.026700, 1.998575
0.027000, 1.998543
0.027300, 1.998510
0.027600, 1.998477
0.027900, 1.998444
0.028200, 1.998410
0.028500, 1.998376
0.028800, 1.998342
0.029100, 1.998307
0.029400, 1.998272
0.029700, 1.998237
0.030000, 1.998201
0.030300, 1.998165
0.030600, 1.998128
0.030900, 1.998091
0.031200, 1.998054
0.031500, 1.998016
0.031800, 1.997979
0.032100, 1.997940
0.032400, 1.997902
0.032700, 1.997863
0.033000, 1.997823
0.033300, 1.997783
0.033600, 1.997743
0.033900, 1.997703
0.034200, 1.997662
0.034500, 1.997621
0.034800, 1.997579
0.035100, 1.997537
0.035400, 1.997495
0.035700, 1.997453
0.036000, 1.997410
0.036300, 1.997366
0.036600, 1.997323
0.036900, 1.997279
0.037200, 1.997234
0.037500, 1.997189
0.037800, 1.997144
0.038100, 1.997099
0.038400, 1.997053
0.038700, 1.997007
0.039000, 1.996960
0.039300, 1.996913
0.039600, 1.996866
0.039900, 1.996819
0.040200, 1.996771
0.040500, 1.996722
0.040800, 1.996673
0.041100, 1.996624
0.041400, 1.996575
0.041700, 1.996525
0.042000, 1.996475
0.042300, 1.996425
0.042600, 1.996374
0.042900, 1.996323
0.043200, 1.996271
0.043500, 1.996219
0.043800, 1.996167
0.044100, 1.996114
0.044400, 1.996061
0.044700, 1.996008
0.045000, 1.995954
0.045300, 1.995900
0.045600, 1.995846
0.045900, 1.995791
0.046200, 1.995736
